Client_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Years_At_Job,Annual_Income,Credit_Score,Debt_To_Income_Ratio,Loan_Amount,Loan_Term_Months,Interest_Rate,Previous_Defaults,Loan_Purpose,Collateral_Provided,Late_Payments_6m,Loan_Status,Default_Risk
238,42,Male,Married,High School,Employed,10,92779,345,0.5,42085,48,14.52,1,Home,Yes,1,Rejected,Low
239,31,Male,Married,PhD,Employed,20,115408,568,0.18,24838,60,12.12,3,Education,No,3,Rejected,Low
240,68,Male,Married,High School,Self-employed,34,29018,680,0.37,49912,24,8.6,3,Other,No,5,Approved,Medium
241,36,Female,Divorced,PhD,Employed,11,140606,417,0.2,17879,48,6.72,4,Car,No,2,Rejected,Medium
242,53,Female,Married,High School,Self-employed,25,69500,415,0.46,38798,60,9.37,2,Other,Yes,1,Rejected,High
243,29,Male,Married,Master,Employed,18,140062,559,0.24,47255,48,11.85,4,Business,Yes,0,Rejected,High
244,26,Female,Divorced,Master,Self-employed,6,32100,374,0.26,29290,48,12.3,1,Education,No,3,Rejected,Low
245,36,Female,Widowed,High School,Retired,6,77021,779,0.52,15255,72,6.56,0,Other,No,4,Rejected,Low
246,49,Female,Single,High School,Unemployed,25,134995,604,0.34,6447,72,11.51,1,Home,No,4,Rejected,Medium
247,23,Female,Widowed,Master,Retired,39,39800,306,0.43,48005,48,10.72,4,Business,No,0,Rejected,High
248,40,Female,Divorced,PhD,Retired,4,148126,665,0.3,34195,36,14.49,4,Education,No,3,Rejected,Medium
249,56,Male,Single,Master,Employed,20,83400,822,0.25,7850,72,14.14,4,Other,Yes,3,Approved,Medium
250,39,Female,Divorced,PhD,Self-employed,13,112446,647,0.41,33400,24,12.37,4,Education,Yes,3,Rejected,Medium
251,46,Male,Divorced,High School,Unemployed,3,49437,737,0.18,16953,60,11.54,3,Education,Yes,3,Approved,Low
252,23,Female,Married,High School,Employed,22,123124,514,0.29,45874,60,5.93,0,Other,No,4,Rejected,Low
253,39,Male,Single,PhD,Employed,19,96537,728,0.2,28535,24,13.07,3,Personal,No,1,Rejected,Medium
254,40,Female,Married,High School,Employed,14,66675,797,0.45,15000,24,7.84,4,Car,Yes,3,Rejected,Medium
255,52,Male,Single,PhD,Retired,28,39942,839,0.57,14503,24,5.9,2,Business,Yes,1,Approved,Low
256,27,Female,Divorced,Bachelor,Self-employed,7,40862,666,0.6,20493,24,7.3,3,Business,No,3,Approved,Low
257,61,Male,Divorced,Master,Self-employed,18,31669,612,0.33,9055,12,12.95,4,Business,No,2,Rejected,Low
258,53,Female,Widowed,Bachelor,Unemployed,38,141219,837,0.23,43170,60,4.36,4,Education,No,5,Approved,Low
259,60,Male,Single,PhD,Self-employed,27,73772,353,0.32,37408,12,8.2,0,Other,Yes,2,Rejected,High
260,59,Female,Married,Master,Self-employed,26,35916,840,0.52,47049,48,8.65,1,Car,No,5,Approved,Low
261,38,Male,Widowed,PhD,Employed,3,30878,766,0.2,39440,48,2.96,3,Home,No,2,Approved,Low
262,60,Male,Widowed,Master,Employed,14,22985,463,0.58,33251,60,4.95,3,Business,No,3,Approved,Low
263,21,Female,Widowed,Master,Retired,34,117905,633,0.27,9532,48,12.83,3,Other,Yes,1,Rejected,Medium
264,31,Female,Married,Master,Employed,36,93648,846,0.59,9924,24,12.88,4,Car,No,5,Approved,Low
265,48,Male,Widowed,Master,Employed,0,61235,647,0.52,17546,12,6.16,0,Car,Yes,4,Approved,Low
266,45,Female,Married,PhD,Employed,2,38931,572,0.5,31579,24,13.44,4,Personal,No,0,Rejected,Low
267,43,Male,Widowed,Master,Employed,23,112876,713,0.26,11085,48,12.15,4,Other,No,5,Approved,Low
268,51,Male,Married,Master,Retired,26,20336,799,0.1,17390,72,7.72,2,Business,Yes,5,Rejected,Low
269,50,Male,Divorced,Bachelor,Employed,39,62933,392,0.29,18280,12,11.86,0,Education,No,4,Rejected,Low
270,62,Female,Divorced,High School,Unemployed,35,104899,378,0.25,29118,24,14.52,3,Car,Yes,3,Approved,High
271,55,Male,Divorced,High School,Unemployed,33,65536,516,0.12,9864,60,8.24,1,Car,No,2,Rejected,Low
272,27,Male,Divorced,Bachelor,Unemployed,28,89504,657,0.35,47084,24,5.48,3,Home,Yes,2,Approved,Low
273,36,Female,Divorced,Bachelor,Unemployed,23,119214,806,0.3,38989,72,14.27,4,Personal,No,1,Approved,Medium
274,46,Female,Widowed,PhD,Employed,23,71148,480,0.42,40628,48,10.05,0,Car,Yes,3,Rejected,Low
275,68,Female,Widowed,PhD,Unemployed,3,133936,545,0.41,31849,12,3.82,0,Car,Yes,4,Approved,Medium
276,69,Female,Widowed,PhD,Employed,2,36279,543,0.16,32566,60,9.66,0,Education,No,3,Approved,Low
277,22,Male,Married,Bachelor,Retired,33,88665,805,0.59,15702,12,8.76,2,Education,Yes,3,Rejected,Low
278,21,Male,Married,Bachelor,Unemployed,22,123751,721,0.19,46196,60,13.19,3,Home,No,2,Rejected,Medium
279,68,Male,Married,Master,Self-employed,22,124433,619,0.32,20385,12,9.13,2,Other,Yes,4,Approved,High
280,32,Male,Married,PhD,Unemployed,4,91386,386,0.34,14336,48,5.69,1,Home,No,0,Rejected,Low
281,25,Female,Divorced,PhD,Unemployed,30,106124,516,0.51,36225,60,10.95,4,Home,No,5,Rejected,Low
282,57,Male,Divorced,PhD,Employed,5,125750,789,0.15,41021,36,9.28,2,Education,No,2,Rejected,Low
283,52,Male,Divorced,High School,Unemployed,36,97485,818,0.31,8782,12,5.41,2,Other,No,4,Rejected,High
284,29,Female,Single,Master,Self-employed,9,94055,577,0.41,28341,12,9.67,4,Education,Yes,1,Approved,High
285,61,Male,Widowed,PhD,Employed,39,111911,468,0.21,29094,24,12.77,0,Personal,No,5,Approved,Low
286,55,Male,Married,PhD,Employed,6,118618,629,0.41,28866,60,2.86,4,Business,No,5,Rejected,Low
287,39,Male,Married,PhD,Retired,38,97273,740,0.56,24049,72,10.39,3,Business,No,2,Approved,Low
288,68,Male,Divorced,High School,Retired,37,86670,690,0.6,47719,36,6.87,4,Personal,No,1,Rejected,Low
289,36,Male,Married,High School,Unemployed,20,96474,795,0.12,35992,48,6.16,0,Business,No,2,Rejected,Low
290,23,Male,Married,Bachelor,Retired,19,74028,680,0.22,19567,24,7.41,4,Other,Yes,3,Approved,Low
291,40,Female,Widowed,Master,Retired,2,110022,605,0.26,49451,36,6.78,2,Education,No,4,Approved,Medium
292,44,Female,Divorced,Bachelor,Retired,21,133892,812,0.3,8513,60,12.9,1,Business,Yes,1,Approved,High
293,53,Male,Widowed,Master,Employed,3,111632,487,0.22,18335,36,5.93,2,Other,Yes,5,Approved,High
294,44,Male,Single,High School,Employed,27,126651,815,0.2,49140,12,11.66,1,Education,No,2,Rejected,Low
295,31,Female,Single,PhD,Employed,11,91128,726,0.58,43590,12,3.68,4,Other,No,5,Rejected,Low
296,69,Male,Single,Bachelor,Retired,37,38108,801,0.56,19837,24,14.39,3,Personal,Yes,1,Approved,Medium
297,28,Male,Divorced,PhD,Employed,35,72495,559,0.12,17122,60,10.28,4,Home,Yes,5,Rejected,Low
298,56,Male,Married,Bachelor,Retired,4,102806,812,0.27,39840,60,11.33,0,Personal,Yes,2,Approved,Medium
299,58,Female,Divorced,High School,Employed,12,113185,370,0.3,36007,36,6.23,4,Business,No,2,Approved,Low
300,60,Male,Divorced,High School,Employed,22,96533,777,0.22,46297,24,7.65,1,Education,Yes,0,Approved,Low
301,40,Female,Married,High School,Self-employed,29,119025,477,0.41,32684,60,5.3,2,Other,Yes,5,Rejected,Low
302,55,Male,Widowed,Bachelor,Unemployed,36,76830,756,0.42,31393,72,14.16,3,Business,No,0,Rejected,Low
303,68,Female,Single,Master,Retired,24,94640,488,0.53,27754,72,8.6,4,Business,Yes,0,Approved,Medium
304,45,Female,Widowed,Bachelor,Self-employed,26,72509,590,0.47,25799,12,10.38,4,Home,No,5,Approved,Low
305,55,Male,Single,Master,Employed,13,86406,819,0.37,43727,36,11.68,2,Business,Yes,1,Approved,Low
306,45,Female,Divorced,Bachelor,Retired,35,114220,591,0.43,14107,48,7.14,3,Home,No,3,Approved,Low
307,49,Male,Single,Bachelor,Employed,38,59519,582,0.24,10993,12,11.5,4,Education,Yes,2,Rejected,Medium
308,38,Female,Divorced,High School,Unemployed,15,69649,843,0.4,35805,24,10.95,4,Education,No,4,Rejected,Low
309,66,Male,Widowed,PhD,Self-employed,21,54524,676,0.34,33114,60,11.32,1,Other,No,0,Approved,Low
310,38,Male,Divorced,PhD,Unemployed,20,116493,455,0.17,42789,12,8.62,1,Home,Yes,1,Approved,Low
311,22,Female,Widowed,Master,Self-employed,20,53885,807,0.22,47942,48,7.29,0,Personal,No,5,Rejected,Low
312,55,Male,Married,PhD,Employed,7,64369,712,0.25,21138,48,5.28,2,Education,Yes,1,Approved,Low
313,36,Male,Married,Bachelor,Unemployed,15,121132,827,0.56,49527,72,12.81,3,Other,No,1,Rejected,Medium
314,61,Female,Married,Bachelor,Unemployed,30,115402,654,0.22,14190,24,10.1,4,Personal,No,5,Rejected,Low
315,56,Male,Divorced,High School,Employed,9,50676,486,0.24,31723,12,8.05,4,Education,No,4,Approved,Low
316,53,Male,Married,High School,Unemployed,31,84093,330,0.28,17886,36,14.3,0,Education,No,5,Rejected,Medium
317,24,Female,Single,PhD,Retired,33,67764,559,0.43,21779,12,3.1,4,Other,No,4,Rejected,Low
318,53,Female,Widowed,Master,Self-employed,8,70799,720,0.16,33174,72,13.13,2,Other,No,5,Rejected,Low
319,34,Male,Widowed,PhD,Self-employed,16,99414,828,0.58,34086,48,14.97,0,Car,No,0,Rejected,Low
320,41,Male,Single,PhD,Self-employed,10,125296,603,0.53,22322,24,13.59,2,Business,Yes,4,Approved,Low
321,68,Female,Divorced,PhD,Retired,31,113095,338,0.39,47596,24,12.63,0,Business,Yes,0,Rejected,Medium
322,40,Female,Divorced,PhD,Self-employed,9,132082,788,0.44,40278,36,7.18,4,Personal,No,4,Rejected,Medium
323,28,Male,Widowed,Bachelor,Employed,21,92307,841,0.11,23033,24,5.39,0,Business,No,4,Rejected,Medium
324,27,Female,Married,Master,Unemployed,16,102062,577,0.27,25074,72,11.69,1,Personal,No,5,Approved,Medium
325,23,Male,Divorced,Bachelor,Retired,3,115432,502,0.5,8435,72,6.31,3,Education,Yes,4,Approved,Low
326,37,Male,Divorced,Master,Self-employed,24,51923,365,0.14,40969,72,4.7,4,Car,No,0,Approved,Low
327,53,Male,Single,High School,Employed,20,137449,407,0.24,33942,24,12.33,3,Car,Yes,5,Rejected,Low
328,68,Male,Single,PhD,Unemployed,36,121739,567,0.39,34059,24,6.41,4,Education,No,2,Approved,Low
329,32,Male,Married,Bachelor,Unemployed,37,124926,521,0.23,37826,72,13.93,3,Other,No,0,Approved,High
330,42,Female,Divorced,Master,Retired,0,98388,829,0.57,35297,24,13.01,1,Home,No,2,Approved,Medium
331,42,Female,Divorced,High School,Retired,24,67574,389,0.17,48890,24,13.1,3,Home,No,1,Rejected,Low
332,66,Female,Single,High School,Retired,35,63391,554,0.5,26322,48,12.14,0,Business,No,5,Approved,Low
333,50,Female,Divorced,PhD,Employed,16,148691,754,0.35,40739,12,13.51,3,Other,Yes,1,Approved,Low
334,58,Male,Widowed,Master,Employed,23,141757,552,0.48,14719,60,12.57,4,Personal,No,5,Approved,Low
335,58,Male,Single,Bachelor,Retired,1,73664,556,0.26,19017,24,10.03,2,Car,Yes,5,Rejected,Low
336,65,Male,Married,PhD,Self-employed,39,87384,682,0.36,13314,60,6.2,3,Business,Yes,0,Rejected,Low
337,28,Male,Single,Bachelor,Unemployed,14,51027,741,0.53,33295,60,13.6,3,Education,No,2,Approved,Medium
338,47,Female,Divorced,High School,Unemployed,31,55464,389,0.33,14628,48,13.01,3,Other,No,5,Approved,Medium
339,47,Male,Married,Bachelor,Employed,38,54485,689,0.28,47122,24,8.41,4,Car,No,2,Approved,Low
340,54,Male,Single,Bachelor,Unemployed,5,148366,343,0.37,16492,72,2.99,3,Personal,Yes,5,Rejected,Low
341,41,Female,Widowed,PhD,Self-employed,0,39456,318,0.46,41113,60,10.48,4,Personal,Yes,2,Rejected,Low
342,50,Female,Widowed,Bachelor,Unemployed,22,94795,400,0.32,20357,24,3.13,4,Home,Yes,1,Approved,Medium
343,53,Female,Single,PhD,Employed,38,55554,656,0.57,38329,36,14.08,2,Business,No,0,Rejected,Medium
344,48,Female,Widowed,High School,Employed,16,66922,841,0.25,25365,72,14.52,0,Education,Yes,5,Approved,High
345,67,Male,Widowed,PhD,Self-employed,33,33409,332,0.34,44029,36,4.87,4,Car,Yes,3,Rejected,Low
346,53,Male,Widowed,PhD,Self-employed,28,89327,528,0.48,6737,36,10.95,1,Personal,Yes,2,Approved,Medium
347,25,Female,Married,Master,Unemployed,8,111400,823,0.44,14096,60,3.65,3,Car,No,2,Rejected,Low
348,68,Male,Widowed,Bachelor,Unemployed,12,56639,454,0.53,24938,36,11.62,1,Education,Yes,3,Approved,Low
349,39,Male,Widowed,High School,Employed,5,120110,722,0.6,17682,48,6.84,3,Car,Yes,0,Rejected,Low
350,24,Male,Widowed,PhD,Self-employed,5,83627,545,0.31,32499,48,11.01,2,Business,No,2,Approved,Low
351,55,Female,Married,High School,Self-employed,19,103424,704,0.16,49491,60,7.16,4,Home,No,0,Approved,Medium
352,69,Male,Single,Master,Self-employed,2,39692,840,0.12,49866,24,4.32,0,Car,No,2,Approved,Low
353,37,Female,Divorced,Bachelor,Unemployed,16,109037,460,0.46,46894,12,7.58,4,Other,Yes,4,Approved,Low
354,64,Male,Widowed,PhD,Self-employed,11,98840,416,0.54,46034,24,3.91,3,Home,Yes,2,Rejected,Low
355,48,Male,Single,Bachelor,Employed,0,74200,570,0.21,5294,24,9.71,0,Education,Yes,4,Approved,Low
356,50,Male,Widowed,Master,Employed,16,113063,786,0.18,37536,24,3.01,4,Home,No,5,Rejected,Low
357,49,Female,Married,Master,Unemployed,2,77415,471,0.13,29596,24,9.09,0,Car,Yes,0,Rejected,Low
358,66,Male,Single,High School,Retired,25,38074,573,0.51,37649,72,13.58,3,Car,No,2,Approved,Low
359,26,Female,Married,PhD,Unemployed,14,35549,558,0.26,16434,12,12.97,2,Other,No,1,Approved,Low
360,55,Female,Widowed,High School,Retired,35,49963,434,0.3,43098,72,13.53,2,Personal,Yes,1,Approved,High
361,61,Female,Widowed,Master,Self-employed,31,111456,721,0.35,9655,36,14.03,4,Other,Yes,3,Approved,Low
362,57,Male,Married,Bachelor,Unemployed,31,116362,720,0.52,22493,24,3.81,1,Car,Yes,1,Rejected,Low
363,44,Male,Divorced,High School,Employed,3,121607,485,0.43,8771,48,4.11,3,Home,No,4,Rejected,Low
364,49,Male,Married,High School,Self-employed,17,72265,663,0.41,13563,60,9.46,4,Other,No,1,Rejected,Medium
365,69,Male,Widowed,Bachelor,Employed,18,36061,677,0.19,22558,60,13.67,4,Other,Yes,1,Rejected,Medium
366,66,Female,Married,High School,Self-employed,34,78226,822,0.36,38932,72,14.68,2,Personal,No,1,Approved,Low
367,51,Female,Divorced,Bachelor,Unemployed,39,48810,495,0.46,47243,72,3.08,0,Car,Yes,2,Rejected,Low
368,55,Female,Married,PhD,Retired,13,80006,397,0.59,31567,48,6.95,3,Car,Yes,3,Approved,Medium
369,53,Male,Divorced,Bachelor,Self-employed,32,142538,321,0.2,37376,24,5.16,0,Education,Yes,0,Approved,Medium
370,41,Female,Divorced,PhD,Retired,13,133502,749,0.1,26922,12,11.95,3,Personal,No,3,Rejected,Medium
371,52,Male,Married,Bachelor,Self-employed,33,42800,471,0.14,17388,36,10.5,1,Education,No,4,Rejected,Medium
372,43,Female,Married,Master,Employed,3,136192,682,0.29,34332,60,4,2,Education,Yes,2,Rejected,Medium
373,53,Male,Single,Master,Employed,23,128959,433,0.51,28495,36,8.54,1,Education,Yes,5,Rejected,Low
374,23,Male,Widowed,PhD,Self-employed,28,145433,725,0.1,13434,12,11.07,4,Business,No,2,Rejected,Low
375,38,Female,Divorced,PhD,Retired,18,127228,324,0.33,25991,72,12.24,2,Education,Yes,1,Rejected,Medium
376,45,Female,Single,Master,Unemployed,5,95476,802,0.26,32472,60,2.75,4,Other,No,1,Approved,Medium
377,62,Female,Married,PhD,Unemployed,32,89460,484,0.13,45030,36,13.63,1,Home,Yes,4,Approved,Low
378,51,Female,Widowed,Bachelor,Employed,39,77767,384,0.33,31849,72,9.62,3,Other,No,5,Approved,High
379,23,Male,Single,Bachelor,Unemployed,18,48054,443,0.23,6541,12,12.65,4,Other,Yes,2,Rejected,Low
380,60,Female,Divorced,Master,Employed,0,95319,711,0.28,7765,36,12.6,0,Car,No,5,Approved,Low
381,66,Female,Single,High School,Unemployed,4,122789,523,0.45,48074,24,4.87,3,Business,Yes,0,Approved,Medium
382,44,Female,Divorced,Bachelor,Self-employed,26,65397,519,0.36,42259,72,3.88,3,Education,No,3,Approved,Low
383,52,Male,Married,PhD,Employed,15,33233,478,0.16,34283,12,11.52,1,Car,No,2,Approved,Low
384,67,Male,Widowed,High School,Employed,5,131205,732,0.58,40851,36,4.46,1,Personal,No,5,Approved,Low
385,42,Female,Widowed,High School,Self-employed,39,110020,564,0.42,39625,24,13.12,2,Personal,No,0,Approved,Low
386,43,Male,Widowed,Bachelor,Employed,12,45068,728,0.48,5769,24,11.58,2,Car,Yes,0,Rejected,Low
387,22,Female,Married,Bachelor,Unemployed,34,85727,715,0.14,22806,12,13.02,0,Home,No,3,Rejected,Low
388,47,Male,Divorced,High School,Unemployed,18,110610,752,0.12,29982,48,6.24,3,Car,No,0,Rejected,Low
389,62,Male,Married,High School,Employed,11,90453,496,0.11,7972,60,6.46,0,Car,Yes,4,Approved,High
390,22,Male,Widowed,Master,Unemployed,15,124135,352,0.19,23256,12,10.89,0,Business,No,0,Rejected,High
391,46,Male,Married,PhD,Retired,9,45832,779,0.31,43367,24,2.89,1,Personal,Yes,5,Rejected,Low
392,37,Female,Married,Master,Employed,24,128464,742,0.57,23653,24,11.58,0,Personal,No,4,Approved,Medium
393,60,Female,Married,Bachelor,Self-employed,19,106242,629,0.33,43043,12,12.95,0,Education,No,0,Rejected,Low
394,53,Female,Divorced,Master,Retired,30,33682,550,0.25,26133,48,7.69,4,Other,No,1,Approved,Low
395,29,Male,Single,Master,Employed,3,112298,422,0.38,44339,60,12.06,2,Car,No,0,Rejected,Low
396,63,Female,Single,Master,Self-employed,22,43383,686,0.16,30757,36,4.68,2,Car,No,4,Approved,High
397,68,Female,Married,Master,Unemployed,1,78160,638,0.4,42840,12,6.53,3,Home,No,0,Approved,High
398,59,Female,Single,PhD,Self-employed,21,113332,647,0.38,47399,60,14.68,2,Personal,Yes,0,Rejected,Low
399,49,Male,Single,PhD,Retired,36,43666,328,0.5,49013,60,14.83,3,Home,Yes,0,Approved,Low
400,62,Male,Married,High School,Unemployed,7,78817,334,0.59,37069,72,8.91,4,Business,No,4,Rejected,Low
401,46,Male,Married,Bachelor,Employed,6,111198,817,0.23,19706,24,14.18,2,Education,No,0,Approved,Low
402,55,Female,Widowed,Master,Unemployed,13,130695,695,0.35,43231,36,9.03,4,Home,Yes,3,Rejected,Low
403,45,Female,Single,High School,Employed,2,54642,593,0.55,32909,12,6.14,2,Personal,Yes,5,Rejected,Low
404,44,Female,Divorced,High School,Employed,15,61830,648,0.49,45218,24,5.84,2,Business,No,3,Approved,Medium
405,33,Male,Married,High School,Self-employed,18,123067,446,0.34,16095,72,14.12,4,Car,No,4,Rejected,Low
406,27,Male,Widowed,PhD,Self-employed,17,30234,366,0.57,25343,72,4.66,0,Business,No,1,Rejected,High
407,56,Female,Divorced,Master,Self-employed,15,77616,819,0.13,31469,24,9.75,0,Other,No,3,Rejected,Medium
408,65,Male,Single,Master,Retired,7,29221,421,0.57,6313,48,9.44,0,Home,No,5,Approved,Low
409,40,Male,Widowed,Bachelor,Retired,32,31410,639,0.13,12847,60,11.75,0,Personal,No,2,Approved,Medium
410,21,Male,Married,Master,Self-employed,11,100055,474,0.37,14166,12,8.74,2,Home,Yes,5,Rejected,Medium
411,28,Male,Divorced,Master,Retired,10,81413,750,0.55,14930,12,5.9,1,Car,No,3,Rejected,Low
412,66,Female,Married,High School,Unemployed,4,21051,435,0.23,8285,12,4.62,4,Car,No,2,Approved,Low
413,36,Male,Single,Bachelor,Unemployed,26,130529,315,0.34,40863,24,10.26,1,Personal,Yes,4,Approved,High
414,34,Male,Divorced,Master,Retired,11,95301,632,0.26,21704,48,11.49,1,Other,Yes,5,Rejected,Low
415,32,Male,Single,PhD,Retired,16,96918,494,0.58,23705,36,9.62,3,Education,Yes,1,Approved,Low
416,43,Male,Single,Master,Unemployed,5,98116,795,0.51,5555,72,11.73,0,Business,Yes,2,Approved,Low
417,35,Female,Widowed,High School,Employed,32,142226,308,0.45,26323,24,4.27,2,Business,No,2,Rejected,Medium
418,48,Female,Married,PhD,Unemployed,4,76563,633,0.39,10432,36,13.53,0,Car,Yes,5,Approved,Medium
419,54,Male,Divorced,High School,Unemployed,27,117859,632,0.51,6386,72,9.78,0,Home,Yes,3,Approved,High
420,22,Male,Single,Master,Retired,13,64757,626,0.3,49007,72,4.09,1,Home,No,2,Approved,Low
421,52,Male,Single,PhD,Unemployed,4,146169,314,0.32,15619,48,8.27,3,Other,Yes,4,Rejected,Low
422,43,Male,Divorced,Bachelor,Retired,32,141008,525,0.47,11854,60,13.06,0,Education,Yes,5,Approved,Low
423,42,Male,Single,Bachelor,Retired,18,97475,724,0.28,47964,12,13.72,4,Home,No,4,Rejected,Medium
424,45,Male,Widowed,PhD,Self-employed,21,71257,707,0.13,12637,36,5.81,4,Business,No,5,Approved,Low
425,42,Female,Widowed,PhD,Unemployed,4,115500,412,0.14,26225,24,11.39,0,Home,No,4,Approved,Low
426,42,Male,Widowed,High School,Employed,1,20307,727,0.16,31739,36,3.75,1,Education,No,3,Rejected,Low
427,69,Female,Widowed,PhD,Self-employed,29,76889,300,0.53,15618,60,2.92,1,Business,No,5,Rejected,Low
428,62,Female,Single,High School,Retired,38,88895,565,0.34,41561,12,9.5,2,Home,No,1,Rejected,Medium
429,26,Male,Divorced,Master,Retired,3,115184,790,0.46,12373,36,11.19,3,Business,No,3,Rejected,Medium
430,35,Female,Divorced,High School,Employed,32,55944,507,0.3,40281,60,12.45,1,Car,Yes,4,Approved,High
431,63,Female,Divorced,PhD,Retired,12,119555,668,0.23,25187,24,6.75,2,Car,Yes,5,Rejected,Low
432,57,Female,Divorced,PhD,Unemployed,19,58134,605,0.27,7327,48,2.58,4,Other,No,3,Rejected,High
433,53,Female,Married,Master,Self-employed,6,47323,311,0.5,37391,72,8.49,4,Car,Yes,4,Rejected,Medium
434,28,Female,Divorced,PhD,Retired,14,136205,644,0.41,46577,24,2.7,4,Home,No,0,Approved,Low
435,64,Female,Married,PhD,Retired,22,91762,764,0.57,23549,12,3.65,0,Education,Yes,0,Approved,High
436,64,Male,Married,Bachelor,Employed,13,107225,793,0.44,44220,72,6.58,3,Business,No,2,Rejected,Low
437,25,Female,Widowed,Bachelor,Unemployed,22,116507,667,0.39,12642,24,7.96,2,Personal,Yes,1,Rejected,Medium
438,59,Female,Married,Master,Retired,18,45954,719,0.41,19435,24,5.99,3,Car,No,0,Rejected,Medium
439,24,Female,Single,High School,Employed,28,75021,470,0.57,38760,24,9.77,0,Car,Yes,4,Rejected,Medium
440,26,Male,Married,Bachelor,Retired,19,109959,433,0.49,43192,24,3.19,2,Personal,No,3,Approved,Low
441,65,Female,Widowed,High School,Employed,28,115927,726,0.11,9381,72,4.31,2,Personal,Yes,5,Rejected,Low
442,52,Male,Married,PhD,Employed,23,99866,324,0.37,36047,12,11.19,1,Home,Yes,3,Approved,Low
443,50,Female,Single,Bachelor,Unemployed,17,90427,829,0.44,24558,60,4.28,3,Business,No,2,Rejected,Low
444,67,Male,Single,Master,Retired,9,24992,489,0.47,35782,36,10.5,3,Car,Yes,3,Rejected,Medium
445,55,Male,Single,Master,Unemployed,7,21961,440,0.21,9782,48,3.18,1,Education,Yes,0,Approved,Medium
446,60,Female,Widowed,Master,Employed,25,32497,614,0.53,30881,36,7.59,4,Home,Yes,3,Rejected,High
447,36,Female,Widowed,Bachelor,Self-employed,28,137551,743,0.58,45228,36,4.72,0,Home,Yes,0,Rejected,Low
448,33,Male,Divorced,High School,Retired,9,52551,618,0.22,34409,48,3.87,3,Education,Yes,0,Rejected,Medium
449,62,Female,Widowed,PhD,Self-employed,16,96384,740,0.54,24462,72,9.59,1,Education,No,1,Rejected,High
450,50,Male,Single,High School,Retired,1,145374,391,0.15,7983,12,14.1,2,Other,No,2,Approved,Medium
451,39,Male,Single,High School,Unemployed,5,75755,478,0.13,36933,48,3.18,1,Education,Yes,4,Rejected,Low
452,37,Male,Widowed,PhD,Unemployed,4,33255,355,0.16,7523,12,7.77,4,Personal,No,0,Rejected,Low
453,39,Male,Married,PhD,Unemployed,27,24567,454,0.13,14677,72,11.34,0,Car,Yes,5,Approved,Low
454,48,Male,Widowed,Bachelor,Unemployed,4,68847,410,0.52,15292,36,8.28,4,Other,No,2,Rejected,Medium
455,46,Female,Widowed,Bachelor,Unemployed,17,124817,436,0.13,20089,12,12.58,2,Personal,Yes,4,Approved,Medium
456,57,Male,Single,Bachelor,Self-employed,25,68003,531,0.24,9581,72,4.75,2,Other,Yes,5,Rejected,High
457,46,Male,Divorced,Bachelor,Unemployed,19,40389,767,0.15,16907,72,14.49,2,Car,Yes,3,Rejected,Low
458,43,Female,Single,Bachelor,Employed,26,64523,780,0.25,10609,60,7.31,2,Other,Yes,2,Rejected,Low
459,29,Male,Divorced,PhD,Employed,11,143802,367,0.15,49143,48,6.77,1,Personal,No,5,Approved,Medium
460,32,Female,Single,High School,Self-employed,6,81576,548,0.43,27936,60,13.43,2,Business,No,2,Approved,Medium
461,21,Female,Widowed,Bachelor,Retired,2,147342,622,0.17,47725,36,9.55,2,Car,No,2,Rejected,High
462,21,Female,Single,Bachelor,Employed,9,63919,817,0.53,38988,48,8.96,1,Home,Yes,3,Approved,Medium
463,67,Male,Single,High School,Retired,33,102103,731,0.51,34506,36,11.59,2,Car,No,3,Rejected,Low
464,54,Male,Single,Bachelor,Self-employed,24,142443,786,0.11,18163,60,9.75,4,Car,No,2,Approved,Medium
465,52,Male,Widowed,High School,Retired,34,23358,728,0.55,17537,72,4.53,4,Car,Yes,5,Rejected,Medium
466,68,Female,Widowed,High School,Retired,15,108535,568,0.11,27419,36,10.93,3,Business,Yes,1,Approved,Low
467,45,Male,Widowed,PhD,Retired,1,127894,836,0.22,47578,48,4.17,4,Personal,Yes,0,Rejected,Low
468,60,Female,Widowed,Master,Retired,23,141485,447,0.12,14455,48,12.57,0,Home,No,3,Approved,Low
469,65,Male,Divorced,PhD,Self-employed,9,96524,417,0.27,14063,36,14.87,0,Personal,No,1,Approved,Low
470,21,Female,Divorced,Master,Employed,37,143416,666,0.36,5834,48,7.22,0,Other,Yes,3,Approved,Medium
471,36,Male,Married,Master,Unemployed,21,125982,365,0.5,37214,72,8.06,1,Other,No,2,Approved,Low
472,59,Male,Widowed,Master,Retired,25,117057,669,0.27,32398,72,3.08,4,Other,Yes,1,Rejected,Low
473,25,Male,Divorced,Bachelor,Employed,38,25698,474,0.45,39492,48,2.67,0,Personal,No,5,Rejected,Low
474,42,Female,Single,PhD,Employed,26,86809,794,0.19,7413,36,14.02,3,Education,Yes,5,Approved,Low
475,49,Female,Widowed,Master,Self-employed,28,113079,413,0.48,14505,60,4.11,1,Business,No,4,Rejected,Low
476,23,Male,Married,High School,Employed,37,75805,410,0.22,42266,48,8.07,3,Education,No,0,Approved,Medium
477,32,Male,Married,Bachelor,Self-employed,19,51349,738,0.17,7105,48,12.69,4,Other,No,0,Rejected,Low
